basename,image_path,mask_path,width,height
.._.._label-studio_label-studio_media_upload_5_8bea1e63-anonymised_6510-022,/kaggle/working/images/train/anonymised_6510-022.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_8bea1e63-anonymised_6510-022.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_c9d09953-anonymised_6510-026,/kaggle/working/images/train/anonymised_6510-026.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_c9d09953-anonymised_6510-026.png,2496,3520
.._.._label-studio_label-studio_media_upload_5_a3885d57-anonymised_6511-114,/kaggle/working/images/train/anonymised_6511-114.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_a3885d57-anonymised_6511-114.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_18addda3-anonymised_6511-116,/kaggle/working/images/train/anonymised_6511-116.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_18addda3-anonymised_6511-116.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_e20a3cb5-anonymised_6511-117,/kaggle/working/images/train/anonymised_6511-117.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_e20a3cb5-anonymised_6511-117.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_a9c32f1f-anonymised_6511-119,/kaggle/working/images/train/anonymised_6511-119.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_a9c32f1f-anonymised_6511-119.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_6c63b605-anonymised_6511-120,/kaggle/working/images/train/anonymised_6511-120.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_6c63b605-anonymised_6511-120.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_2de9c6fd-anonymised_6511-122,/kaggle/working/images/train/anonymised_6511-122.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_2de9c6fd-anonymised_6511-122.png,2496,3520
.._.._label-studio_label-studio_media_upload_5_973fca51-anonymised_6516-005,/kaggle/working/images/train/anonymised_6516-005.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_973fca51-anonymised_6516-005.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_7a107b56-anonymised_6601-032,/kaggle/working/images/train/anonymised_6601-032.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_7a107b56-anonymised_6601-032.png,2496,3520
.._.._label-studio_label-studio_media_upload_5_36acec29-anonymised_6603-030,/kaggle/working/images/train/anonymised_6603-030.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_36acec29-anonymised_6603-030.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_a9e42985-anonymised_6605-010,/kaggle/working/images/train/anonymised_6605-010.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_a9e42985-anonymised_6605-010.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_66fa7e47-anonymised_6605-011,/kaggle/working/images/train/anonymised_6605-011.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_66fa7e47-anonymised_6605-011.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_9571ba52-anonymised_6605-013,/kaggle/working/images/train/anonymised_6605-013.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_9571ba52-anonymised_6605-013.png,2496,3520
.._.._label-studio_label-studio_media_upload_5_99302b39-anonymised_6606-020,/kaggle/working/images/train/anonymised_6606-020.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_99302b39-anonymised_6606-020.png,2496,3520
.._.._label-studio_label-studio_media_upload_5_44a3e569-anonymised_6606-021,/kaggle/working/images/train/anonymised_6606-021.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_44a3e569-anonymised_6606-021.png,2496,3520
.._.._label-studio_label-studio_media_upload_5_3958dc00-anonymised_6609-032,/kaggle/working/images/train/anonymised_6609-032.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_3958dc00-anonymised_6609-032.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_1754ecee-anonymised_6609-038,/kaggle/working/images/train/anonymised_6609-038.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_1754ecee-anonymised_6609-038.png,2496,3520
.._.._label-studio_label-studio_media_upload_5_914194eb-anonymised_6610-013,/kaggle/working/images/train/anonymised_6610-013.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_914194eb-anonymised_6610-013.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_7dc8aa9a-anonymised_6610-017,/kaggle/working/images/train/anonymised_6610-017.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_7dc8aa9a-anonymised_6610-017.png,2496,3520
.._.._label-studio_label-studio_media_upload_5_0cc8b1d7-anonymised_6613-015A,/kaggle/working/images/train/anonymised_6613-015A.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_0cc8b1d7-anonymised_6613-015A.png,3507,2480
.._.._label-studio_label-studio_media_upload_5_bad1fcd6-anonymised_6613-016,/kaggle/working/images/train/anonymised_6613-016.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_bad1fcd6-anonymised_6613-016.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_653be5dc-anonymised_6705-014,/kaggle/working/images/train/anonymised_6705-014.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_653be5dc-anonymised_6705-014.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_84ca9f71-anonymised_6705-018,/kaggle/working/images/train/anonymised_6705-018.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_84ca9f71-anonymised_6705-018.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_cf2b8d3b-anonymised_6705-020,/kaggle/working/images/train/anonymised_6705-020.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_cf2b8d3b-anonymised_6705-020.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_b40d3091-anonymised_6708-121,/kaggle/working/images/train/anonymised_6708-121.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_b40d3091-anonymised_6708-121.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_39e8fdd7-anonymised_6708-122,/kaggle/working/images/train/anonymised_6708-122.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_39e8fdd7-anonymised_6708-122.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_fe6fb88f-anonymised_6708-123,/kaggle/working/images/train/anonymised_6708-123.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_fe6fb88f-anonymised_6708-123.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_7e39ef81-anonymised_6708-124,/kaggle/working/images/train/anonymised_6708-124.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_7e39ef81-anonymised_6708-124.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_c01e3aad-anonymised_6708-134,/kaggle/working/images/train/anonymised_6708-134.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_c01e3aad-anonymised_6708-134.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_c65cd07a-anonymised_6708-136,/kaggle/working/images/train/anonymised_6708-136.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_c65cd07a-anonymised_6708-136.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_13c78362-anonymised_6708-150,/kaggle/working/images/train/anonymised_6708-150.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_13c78362-anonymised_6708-150.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_b25c2546-anonymised_6708-152,/kaggle/working/images/train/anonymised_6708-152.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_b25c2546-anonymised_6708-152.png,2496,3520
.._.._label-studio_label-studio_media_upload_5_0396531c-anonymised_6708-155,/kaggle/working/images/train/anonymised_6708-155.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_0396531c-anonymised_6708-155.png,2496,3520
.._.._label-studio_label-studio_media_upload_5_81c06526-anonymised_6708-156,/kaggle/working/images/train/anonymised_6708-156.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_81c06526-anonymised_6708-156.png,2496,3520
.._.._label-studio_label-studio_media_upload_5_2f7d60e9-anonymised_6709-025,/kaggle/working/images/train/anonymised_6709-025.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_2f7d60e9-anonymised_6709-025.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_cf9b4eb9-anonymised_6709-026,/kaggle/working/images/train/anonymised_6709-026.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_cf9b4eb9-anonymised_6709-026.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_eb3b8916-anonymised_6709-030,/kaggle/working/images/train/anonymised_6709-030.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_eb3b8916-anonymised_6709-030.png,2496,3520
.._.._label-studio_label-studio_media_upload_5_0f03f390-anonymised_6709-031,/kaggle/working/images/train/anonymised_6709-031.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_0f03f390-anonymised_6709-031.png,2496,3520
.._.._label-studio_label-studio_media_upload_5_594d1cdd-anonymised_6709-033,/kaggle/working/images/train/anonymised_6709-033.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_594d1cdd-anonymised_6709-033.png,2496,3520
.._.._label-studio_label-studio_media_upload_5_1e2025fe-anonymised_6709-035,/kaggle/working/images/train/anonymised_6709-035.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_1e2025fe-anonymised_6709-035.png,2496,3520
.._.._label-studio_label-studio_media_upload_5_4dfa834d-anonymised_6711-023,/kaggle/working/images/train/anonymised_6711-023.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_4dfa834d-anonymised_6711-023.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_5fe3380d-anonymised_6712-054,/kaggle/working/images/train/anonymised_6712-054.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_5fe3380d-anonymised_6712-054.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_4b453a71-anonymised_6712-061,/kaggle/working/images/train/anonymised_6712-061.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_4b453a71-anonymised_6712-061.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_4dde2a9a-anonymised_6712-064,/kaggle/working/images/train/anonymised_6712-064.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_4dde2a9a-anonymised_6712-064.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_a99aaf50-anonymised_6712-067,/kaggle/working/images/train/anonymised_6712-067.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_a99aaf50-anonymised_6712-067.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_2317eb65-anonymised_6712-068,/kaggle/working/images/train/anonymised_6712-068.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_2317eb65-anonymised_6712-068.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_b2012da8-anonymised_6712-069,/kaggle/working/images/train/anonymised_6712-069.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_b2012da8-anonymised_6712-069.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_128bd554-anonymised_6712-072,/kaggle/working/images/train/anonymised_6712-072.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_128bd554-anonymised_6712-072.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_ac2fa2df-anonymised_6712-089,/kaggle/working/images/train/anonymised_6712-089.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_ac2fa2df-anonymised_6712-089.png,2496,3520
.._.._label-studio_label-studio_media_upload_5_3f309559-anonymised_6712-095,/kaggle/working/images/train/anonymised_6712-095.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_3f309559-anonymised_6712-095.png,2496,3520
.._.._label-studio_label-studio_media_upload_5_1690f533-anonymised_6715-016,/kaggle/working/images/train/anonymised_6715-016.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_1690f533-anonymised_6715-016.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_445dba42-anonymised_6715-017,/kaggle/working/images/train/anonymised_6715-017.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_445dba42-anonymised_6715-017.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_8013b6bc-anonymised_6715-021,/kaggle/working/images/train/anonymised_6715-021.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_8013b6bc-anonymised_6715-021.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_4c433d4f-anonymised_6715-023,/kaggle/working/images/train/anonymised_6715-023.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_4c433d4f-anonymised_6715-023.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_9014be91-anonymised_6715-024,/kaggle/working/images/train/anonymised_6715-024.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_9014be91-anonymised_6715-024.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_45142e54-anonymised_6715-030,/kaggle/working/images/train/anonymised_6715-030.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_45142e54-anonymised_6715-030.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_99d9dd4a-anonymised_6715-034,/kaggle/working/images/train/anonymised_6715-034.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_99d9dd4a-anonymised_6715-034.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_e891b59c-anonymised_6715-040,/kaggle/working/images/train/anonymised_6715-040.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_e891b59c-anonymised_6715-040.png,2496,3520
.._.._label-studio_label-studio_media_upload_5_959d9700-anonymised_6715-046,/kaggle/working/images/train/anonymised_6715-046.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_959d9700-anonymised_6715-046.png,2496,3520
.._.._label-studio_label-studio_media_upload_5_f1b55aff-anonymised_6715-050,/kaggle/working/images/train/anonymised_6715-050.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_f1b55aff-anonymised_6715-050.png,2496,3520
.._.._label-studio_label-studio_media_upload_5_c90e263b-anonymised_6715-057,/kaggle/working/images/train/anonymised_6715-057.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_c90e263b-anonymised_6715-057.png,2496,3520
.._.._label-studio_label-studio_media_upload_5_57830111-anonymised_6716-111,/kaggle/working/images/train/anonymised_6716-111.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_57830111-anonymised_6716-111.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_47b9bd2f-anonymised_6716-116,/kaggle/working/images/train/anonymised_6716-116.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_47b9bd2f-anonymised_6716-116.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_fa6dca5e-anonymised_6716-117,/kaggle/working/images/train/anonymised_6716-117.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_fa6dca5e-anonymised_6716-117.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_63581f11-anonymised_6716-120,/kaggle/working/images/train/anonymised_6716-120.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_63581f11-anonymised_6716-120.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_439738f6-anonymised_6716-122,/kaggle/working/images/train/anonymised_6716-122.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_439738f6-anonymised_6716-122.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_3d262ea4-anonymised_6716-124,/kaggle/working/images/train/anonymised_6716-124.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_3d262ea4-anonymised_6716-124.png,3507,2480
.._.._label-studio_label-studio_media_upload_5_213a077e-anonymised_6716-126,/kaggle/working/images/train/anonymised_6716-126.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_213a077e-anonymised_6716-126.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_6b2981f9-anonymised_6716-127,/kaggle/working/images/train/anonymised_6716-127.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_6b2981f9-anonymised_6716-127.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_8c06d2e7-anonymised_6716-129,/kaggle/working/images/train/anonymised_6716-129.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_8c06d2e7-anonymised_6716-129.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_67525228-anonymised_6716-145,/kaggle/working/images/train/anonymised_6716-145.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_67525228-anonymised_6716-145.png,2496,3520
.._.._label-studio_label-studio_media_upload_5_612a1e6f-anonymised_6716-147,/kaggle/working/images/train/anonymised_6716-147.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_612a1e6f-anonymised_6716-147.png,2496,3520
.._.._label-studio_label-studio_media_upload_5_59288070-anonymised_6801-049,/kaggle/working/images/train/anonymised_6801-049.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_59288070-anonymised_6801-049.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_b45a4fba-anonymised_6801-058,/kaggle/working/images/train/anonymised_6801-058.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_b45a4fba-anonymised_6801-058.png,2496,3520
.._.._label-studio_label-studio_media_upload_5_5880ee24-anonymised_6802-076,/kaggle/working/images/train/anonymised_6802-076.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_5880ee24-anonymised_6802-076.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_f1683f96-anonymised_6802-077,/kaggle/working/images/train/anonymised_6802-077.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_f1683f96-anonymised_6802-077.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_ce653b6e-anonymised_6802-078,/kaggle/working/images/train/anonymised_6802-078.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_ce653b6e-anonymised_6802-078.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_5025b831-anonymised_6802-080,/kaggle/working/images/train/anonymised_6802-080.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_5025b831-anonymised_6802-080.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_e3371acc-anonymised_6802-082,/kaggle/working/images/train/anonymised_6802-082.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_e3371acc-anonymised_6802-082.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_655ec256-anonymised_6802-084,/kaggle/working/images/train/anonymised_6802-084.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_655ec256-anonymised_6802-084.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_9befee69-anonymised_6802-093,/kaggle/working/images/train/anonymised_6802-093.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_9befee69-anonymised_6802-093.png,2496,3520
.._.._label-studio_label-studio_media_upload_5_ced74247-anonymised_6802-094,/kaggle/working/images/train/anonymised_6802-094.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_ced74247-anonymised_6802-094.png,2496,3520
.._.._label-studio_label-studio_media_upload_5_5e4d7158-anonymised_6802-095,/kaggle/working/images/train/anonymised_6802-095.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_5e4d7158-anonymised_6802-095.png,2496,3520
.._.._label-studio_label-studio_media_upload_5_759da103-anonymised_6802-096,/kaggle/working/images/train/anonymised_6802-096.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_759da103-anonymised_6802-096.png,2496,3520
.._.._label-studio_label-studio_media_upload_5_5c8dcc24-anonymised_6802-098,/kaggle/working/images/train/anonymised_6802-098.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_5c8dcc24-anonymised_6802-098.png,2496,3520
.._.._label-studio_label-studio_media_upload_5_102ab9a9-anonymised_6802-100,/kaggle/working/images/train/anonymised_6802-100.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_102ab9a9-anonymised_6802-100.png,2496,3520
.._.._label-studio_label-studio_media_upload_5_9a421e95-anonymised_6802-101,/kaggle/working/images/train/anonymised_6802-101.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_9a421e95-anonymised_6802-101.png,2496,3520
.._.._label-studio_label-studio_media_upload_5_32a6303c-anonymised_6802-102,/kaggle/working/images/train/anonymised_6802-102.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_32a6303c-anonymised_6802-102.png,2496,3520
.._.._label-studio_label-studio_media_upload_5_9da7e49e-anonymised_6802-103,/kaggle/working/images/train/anonymised_6802-103.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_9da7e49e-anonymised_6802-103.png,2496,3520
.._.._label-studio_label-studio_media_upload_5_3af01d30-anonymised_6802-104,/kaggle/working/images/train/anonymised_6802-104.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_3af01d30-anonymised_6802-104.png,2496,3520
.._.._label-studio_label-studio_media_upload_5_74bc407e-anonymised_6802-105,/kaggle/working/images/train/anonymised_6802-105.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_74bc407e-anonymised_6802-105.png,2496,3520
.._.._label-studio_label-studio_media_upload_5_dc7998c5-anonymised_6805-124,/kaggle/working/images/train/anonymised_6805-124.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_dc7998c5-anonymised_6805-124.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_1ea8bcda-anonymised_6805-127,/kaggle/working/images/train/anonymised_6805-127.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_1ea8bcda-anonymised_6805-127.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_dc5c4693-anonymised_6805-131,/kaggle/working/images/train/anonymised_6805-131.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_dc5c4693-anonymised_6805-131.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_5b11346e-anonymised_6805-133,/kaggle/working/images/train/anonymised_6805-133.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_5b11346e-anonymised_6805-133.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_1be2bd45-anonymised_6805-144,/kaggle/working/images/train/anonymised_6805-144.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_1be2bd45-anonymised_6805-144.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_d0224c0b-anonymised_6805-145,/kaggle/working/images/train/anonymised_6805-145.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_d0224c0b-anonymised_6805-145.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_4477bd0c-anonymised_6805-151,/kaggle/working/images/train/anonymised_6805-151.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_4477bd0c-anonymised_6805-151.png,3507,2480
.._.._label-studio_label-studio_media_upload_5_ba90d75a-anonymised_6805-157,/kaggle/working/images/train/anonymised_6805-157.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_ba90d75a-anonymised_6805-157.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_e1c74068-anonymised_6805-166,/kaggle/working/images/train/anonymised_6805-166.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_e1c74068-anonymised_6805-166.png,2496,3520
.._.._label-studio_label-studio_media_upload_5_cba7d5df-anonymised_6805-177,/kaggle/working/images/train/anonymised_6805-177.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_cba7d5df-anonymised_6805-177.png,2496,3520
.._.._label-studio_label-studio_media_upload_5_a820080a-anonymised_6806-055,/kaggle/working/images/train/anonymised_6806-055.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_a820080a-anonymised_6806-055.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_e10919a1-anonymised_6806-060,/kaggle/working/images/train/anonymised_6806-060.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_e10919a1-anonymised_6806-060.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_72d39cc9-anonymised_6806-061,/kaggle/working/images/train/anonymised_6806-061.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_72d39cc9-anonymised_6806-061.png,2480,3507
.._.._label-studio_label-studio_media_upload_5_4a1db6a4-anonymised_6806-074,/kaggle/working/images/train/anonymised_6806-074.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_4a1db6a4-anonymised_6806-074.png,2496,3520
.._.._label-studio_label-studio_media_upload_5_28361e8e-anonymised_6806-075,/kaggle/working/images/train/anonymised_6806-075.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_28361e8e-anonymised_6806-075.png,2496,3520
.._.._label-studio_label-studio_media_upload_5_903413e3-anonymised_6806-080,/kaggle/working/images/train/anonymised_6806-080.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_903413e3-anonymised_6806-080.png,2496,3520
.._.._label-studio_label-studio_media_upload_5_dd1ec00d-anonymised_6806-082,/kaggle/working/images/train/anonymised_6806-082.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_dd1ec00d-anonymised_6806-082.png,2496,3520
.._.._label-studio_label-studio_media_upload_5_9dc7fed4-anonymised_6806-083,/kaggle/working/images/train/anonymised_6806-083.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_9dc7fed4-anonymised_6806-083.png,2496,3520
.._.._label-studio_label-studio_media_upload_5_e3d07f50-anonymised_6806-085,/kaggle/working/images/train/anonymised_6806-085.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_e3d07f50-anonymised_6806-085.png,2496,3520
.._.._label-studio_label-studio_media_upload_5_b999d238-anonymised_6809-064,/kaggle/working/images/train/anonymised_6809-064.jpg,/kaggle/working/masks_full_json/.._.._label-studio_label-studio_media_upload_5_b999d238-anonymised_6809-064.png,2480,3507
